,rule_id,inchikey,chembl_id,predicate_id,ref_id,compound_id,object_id,object_external_id,object_name,predicate_name,ref_name
22,129954,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,6251,CHEMBL2096970,Dopamine receptor,reported_activity,chembl:activity
23,129955,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5578,CHEMBL2967,Dopamine D1 receptor,reported_activity,chembl:activity
24,129956,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5598,CHEMBL3998,Dopamine D2 receptor,reported_activity,chembl:activity
25,129957,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5588,CHEMBL2094251,Adrenergic receptor alpha-1,reported_activity,chembl:activity
26,129958,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5519,CHEMBL234,Dopamine D3 receptor,reported_activity,chembl:activity
27,129959,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5520,CHEMBL219,Dopamine D4 receptor,reported_activity,chembl:activity
28,129960,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5632,CHEMBL2096905,Dopamine receptor,reported_activity,chembl:activity
29,129961,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5584,CHEMBL3361,Dopamine D4 receptor,reported_activity,chembl:activity
30,129962,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5571,CHEMBL1907610,Adrenergic receptor alpha-1,reported_activity,chembl:activity
31,129963,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5909,CHEMBL2095179,Adenylate cyclase,reported_activity,chembl:activity
32,129964,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5603,CHEMBL2093868,Dopamine receptor,reported_activity,chembl:activity
33,129965,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5583,CHEMBL3138,Dopamine D3 receptor,reported_activity,chembl:activity
34,129966,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5863,CHEMBL338,Dopamine transporter,reported_activity,chembl:activity
35,129967,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5611,CHEMBL2111342,Dopamine receptor D2 and D3,reported_activity,chembl:activity
36,129968,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,6022,CHEMBL1293226,Lysine-specific demethylase 4D-like,reported_activity,chembl:activity
37,129969,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,132,50,5493,CHEMBL210,Beta-2 adrenergic receptor,reported_activity,chembl:activity
38,131770,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,5611,CHEMBL2111342,Dopamine receptor D2 and D3,reported_activity,chembl:activity:superset
39,131771,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,7007,CHEMBL2097175,Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor,reported_activity,chembl:activity:superset
40,131772,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,5603,CHEMBL2093868,Dopamine receptor,reported_activity,chembl:activity:superset
41,131773,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,7008,CHEMBL2096910,Dopamine receptors; D1 & D2,reported_activity,chembl:activity:superset
42,131774,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,5592,CHEMBL2111406,Dopamine D2 receptor and Serotonin 2a receptor (D2 and 5HT2a),reported_activity,chembl:activity:superset
43,131775,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,5685,CHEMBL2111341,Dopamine D1 and D2 receptor,reported_activity,chembl:activity:superset
44,131776,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,6998,CHEMBL3038478,Dopamine receptor D2L/neurotensin receptor NTS1,reported_activity,chembl:activity:superset
45,131777,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,5768,CHEMBL2095169,Dopamine receptors; D2 & D3,reported_activity,chembl:activity:superset
46,131778,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,6999,CHEMBL2111468,Dopamine D2 receptor and serotonin 2a receptor,reported_activity,chembl:activity:superset
47,131779,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,7000,CHEMBL2095396,Dopamine receptors; D2 & D4,reported_activity,chembl:activity:superset
48,131780,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,5626,CHEMBL2331075,D2-like dopamine receptor,reported_activity,chembl:activity:superset
49,131781,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,6987,CHEMBL2111460,Dopamine D2 receptor and serotonin 1a receptor,reported_activity,chembl:activity:superset
50,131782,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,5632,CHEMBL2096905,Dopamine receptor,reported_activity,chembl:activity:superset
51,131783,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,6992,CHEMBL2097171,Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
52,131784,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,7010,CHEMBL2095201,Monoamine transporters; serotonin & dopamine,reported_activity,chembl:activity:superset
53,131785,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,7011,CHEMBL2096990,Monoamine transporters; Norepinephrine & dopamine,reported_activity,chembl:activity:superset
54,131786,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,7012,CHEMBL2363064,Monoamine transporter,reported_activity,chembl:activity:superset
55,131787,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,7013,CHEMBL2111346,Serotonin and norepinephrine transporters (SERT/NET),reported_activity,chembl:activity:superset
56,131788,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,6251,CHEMBL2096970,Dopamine receptor,reported_activity,chembl:activity:superset
57,131789,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,5628,CHEMBL2095203,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
58,131790,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,5826,CHEMBL2331074,Adrenergic receptor,reported_activity,chembl:activity:superset
59,131791,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,7001,CHEMBL2097165,Dopamine receptors; D3 & D4,reported_activity,chembl:activity:superset
60,131792,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,5854,CHEMBL2094268,Melatonin receptor,reported_activity,chembl:activity:superset
61,131793,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,6047,CHEMBL2094111,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
62,131794,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,7014,CHEMBL2094252,Monoamine transporters; serotonin & dopamine,reported_activity,chembl:activity:superset
63,131795,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,7015,CHEMBL2095175,Monoamine transporters; Norepininephrine & dopamine,reported_activity,chembl:activity:superset
64,131796,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,6995,CHEMBL2096974,Adrenergic receptor beta; ADRB1 & ADRB2,reported_activity,chembl:activity:superset
65,131797,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,6996,CHEMBL2111388,Beta-2 adrenergic receptor and beta-3 adrenergic receptor,reported_activity,chembl:activity:superset
66,131798,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,89,156,50,5806,CHEMBL2094118,Adrenergic receptor beta,reported_activity,chembl:activity:superset
67,149441,CTENFNNZBMHDDG-UHFFFAOYSA-N,CHEMBL59,96,158,50,8511,dopamine,dopamine,agonist,libraries:biomol:targets
68,117577,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,71,47,90,5624,CHEMBL1983,Serotonin 1d (5-HT1d) receptor,agonist,chembl:mechs
69,130147,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5571,CHEMBL1907610,Adrenergic receptor alpha-1,reported_activity,chembl:activity
70,130148,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5587,CHEMBL2093864,Adrenergic receptor alpha-2,reported_activity,chembl:activity
71,130149,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5486,CHEMBL319,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
72,130150,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5487,CHEMBL315,Alpha-1b adrenergic receptor,reported_activity,chembl:activity
73,130151,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5488,CHEMBL223,Alpha-1d adrenergic receptor,reported_activity,chembl:activity
74,130152,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5489,CHEMBL1867,Alpha-2a adrenergic receptor,reported_activity,chembl:activity
75,130153,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5490,CHEMBL1942,Alpha-2b adrenergic receptor,reported_activity,chembl:activity
76,130154,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5491,CHEMBL1916,Alpha-2c adrenergic receptor,reported_activity,chembl:activity
77,130155,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5516,CHEMBL340,Cytochrome P450 3A4,reported_activity,chembl:activity
78,130156,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5517,CHEMBL2056,Dopamine D1 receptor,reported_activity,chembl:activity
79,130157,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5518,CHEMBL217,Dopamine D2 receptor,reported_activity,chembl:activity
80,130158,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5519,CHEMBL234,Dopamine D3 receptor,reported_activity,chembl:activity
81,130159,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5466,CHEMBL273,Serotonin 1a (5-HT1a) receptor,reported_activity,chembl:activity
82,130160,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5467,CHEMBL3459,Serotonin 1b (5-HT1b) receptor,reported_activity,chembl:activity
83,130161,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5468,CHEMBL224,Serotonin 2a (5-HT2a) receptor,reported_activity,chembl:activity
84,130162,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5469,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,reported_activity,chembl:activity
85,130163,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5470,CHEMBL225,Serotonin 2c (5-HT2c) receptor,reported_activity,chembl:activity
86,130164,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,5472,CHEMBL3371,Serotonin 6 (5-HT6) receptor,reported_activity,chembl:activity
87,130165,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,89,132,90,6248,CHEMBL1743126,Multidrug and toxin extrusion protein 1,reported_activity,chembl:activity
88,149391,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,96,158,90,8507,alpha,alpha,agonist,libraries:biomol:targets
89,151899,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,14,22,90,331,BE0000659,5-hydroxytryptamine receptor 1D,agonist,drugbank:targets:human
90,151900,ADYPXRFPBQGGAH-UMYZUSPBSA-N,CHEMBL1732,14,22,90,332,BE0000797,5-hydroxytryptamine receptor 1B,agonist,drugbank:targets:human
91,7755,FELGMEQIXOGIFQ-UHFFFAOYSA-N,CHEMBL46,18,22,105,258,BE0000311,5-hydroxytryptamine receptor 3A,antagonist,drugbank:targets:human
92,117579,FELGMEQIXOGIFQ-UHFFFAOYSA-N,CHEMBL46,69,47,105,5604,CHEMBL1899,Serotonin 3a (5-HT3a) receptor,antagonist,chembl:mechs
93,149568,FELGMEQIXOGIFQ-UHFFFAOYSA-N,CHEMBL46,94,158,105,8555,serotonin 5-HT 3,serotonin 5-HT 3,antagonist,libraries:biomol:targets
94,151207,FELGMEQIXOGIFQ-UHFFFAOYSA-N,CHEMBL46,110,160,105,8660,Serotonin 3 (5-HT3) receptor,Serotonin 3 (5-HT3) receptor,targets,libraries:prestwick:targets
95,130465,TWWFAXQOKNBUCR-UHFFFAOYSA-N,CHEMBL88147,89,132,125,5894,CHEMBL318,Adenosine A1 receptor,reported_activity,chembl:activity
96,130466,TWWFAXQOKNBUCR-UHFFFAOYSA-N,CHEMBL88147,89,132,125,5895,CHEMBL302,Adenosine A2a receptor,reported_activity,chembl:activity
97,130467,TWWFAXQOKNBUCR-UHFFFAOYSA-N,CHEMBL88147,89,132,125,5485,CHEMBL256,Adenosine A3 receptor,reported_activity,chembl:activity
98,149943,TWWFAXQOKNBUCR-UHFFFAOYSA-N,CHEMBL88147,94,158,125,8588,adenosine a3,adenosine a3,antagonist,libraries:biomol:targets
99,7195,METKIMKYRPQLGS-UHFFFAOYSA-N,CHEMBL24,18,22,140,139,BE0000172,Beta-1 adrenergic receptor,antagonist,drugbank:targets:human
100,117587,METKIMKYRPQLGS-UHFFFAOYSA-N,CHEMBL24,69,47,140,5492,CHEMBL213,Beta-1 adrenergic receptor,antagonist,chembl:mechs
101,149393,METKIMKYRPQLGS-UHFFFAOYSA-N,CHEMBL24,94,158,140,8508,beta,beta,antagonist,libraries:biomol:targets
102,7469,GXDALQBWZGODGZ-UHFFFAOYSA-N,CHEMBL296419,18,22,161,227,BE0000442,Histamine H1 receptor,antagonist,drugbank:targets:human
103,117591,GXDALQBWZGODGZ-UHFFFAOYSA-N,CHEMBL296419,69,47,161,5527,CHEMBL231,Histamine H1 receptor,antagonist,chembl:mechs
104,149718,GXDALQBWZGODGZ-UHFFFAOYSA-N,CHEMBL296419,94,158,161,8595,histamine h1,histamine h1,antagonist,libraries:biomol:targets
105,150267,GXDALQBWZGODGZ-UHFFFAOYSA-N,CHEMBL296419,110,160,161,8606,Histamine H1 receptor,Histamine H1 receptor,targets,libraries:prestwick:targets
106,7215,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,18,22,162,198,BE0000756,D(2) dopamine receptor,antagonist,drugbank:targets:human
107,7216,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,18,22,162,199,BE0000451,5-hydroxytryptamine receptor 2A,antagonist,drugbank:targets:human
108,117592,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,69,47,162,5468,CHEMBL224,Serotonin 2a (5-HT2a) receptor,antagonist,chembl:mechs
109,117593,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,69,47,162,5518,CHEMBL217,Dopamine D2 receptor,antagonist,chembl:mechs
110,130609,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5577,CHEMBL339,Dopamine D2 receptor,reported_activity,chembl:activity
111,130610,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5466,CHEMBL273,Serotonin 1a (5-HT1a) receptor,reported_activity,chembl:activity
112,130611,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5581,CHEMBL2093870,Serotonin 2 (5-HT2) receptor,reported_activity,chembl:activity
113,130612,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5520,CHEMBL219,Dopamine D4 receptor,reported_activity,chembl:activity
114,130613,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5472,CHEMBL3371,Serotonin 6 (5-HT6) receptor,reported_activity,chembl:activity
115,130614,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5518,CHEMBL217,Dopamine D2 receptor,reported_activity,chembl:activity
116,130615,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5571,CHEMBL1907610,Adrenergic receptor alpha-1,reported_activity,chembl:activity
117,130616,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5587,CHEMBL2093864,Adrenergic receptor alpha-2,reported_activity,chembl:activity
118,130617,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5576,CHEMBL3155,Serotonin 7 (5-HT7) receptor,reported_activity,chembl:activity
119,130618,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5595,CHEMBL1907609,Muscarinic acetylcholine receptor,reported_activity,chembl:activity
120,130619,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5603,CHEMBL2093868,Dopamine receptor,reported_activity,chembl:activity
121,130620,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5519,CHEMBL234,Dopamine D3 receptor,reported_activity,chembl:activity
122,130621,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5579,CHEMBL322,Serotonin 2a (5-HT2a) receptor,reported_activity,chembl:activity
123,130622,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5570,CHEMBL2095200,Serotonin 2 (5-HT2) receptor,reported_activity,chembl:activity
124,130623,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5578,CHEMBL2967,Dopamine D1 receptor,reported_activity,chembl:activity
125,130624,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5582,CHEMBL265,Dopamine D1 receptor,reported_activity,chembl:activity
126,130625,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5584,CHEMBL3361,Dopamine D4 receptor,reported_activity,chembl:activity
127,130626,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5583,CHEMBL3138,Dopamine D3 receptor,reported_activity,chembl:activity
128,130627,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5585,CHEMBL4701,Histamine H1 receptor,reported_activity,chembl:activity
129,130628,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,6251,CHEMBL2096970,Dopamine receptor,reported_activity,chembl:activity
130,130629,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5517,CHEMBL2056,Dopamine D1 receptor,reported_activity,chembl:activity
131,130630,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5468,CHEMBL224,Serotonin 2a (5-HT2a) receptor,reported_activity,chembl:activity
132,130631,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5470,CHEMBL225,Serotonin 2c (5-HT2c) receptor,reported_activity,chembl:activity
133,130632,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5589,CHEMBL2095158,Adrenergic receptor alpha-2,reported_activity,chembl:activity
134,130633,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5591,CHEMBL324,Serotonin 2c (5-HT2c) receptor,reported_activity,chembl:activity
135,130634,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5474,CHEMBL287,Sigma opioid receptor,reported_activity,chembl:activity
136,130635,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5580,CHEMBL2095159,Serotonin 1 (5-HT1) receptor,reported_activity,chembl:activity
137,130636,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5588,CHEMBL2094251,Adrenergic receptor alpha-1,reported_activity,chembl:activity
138,130637,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5597,CHEMBL214,Serotonin 1a (5-HT1a) receptor,reported_activity,chembl:activity
139,130638,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5538,CHEMBL216,Muscarinic acetylcholine receptor M1,reported_activity,chembl:activity
140,130639,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5527,CHEMBL231,Histamine H1 receptor,reported_activity,chembl:activity
141,130640,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5598,CHEMBL3998,Dopamine D2 receptor,reported_activity,chembl:activity
142,130641,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5586,CHEMBL276,Muscarinic acetylcholine receptor M1,reported_activity,chembl:activity
143,130642,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5552,CHEMBL240,HERG,reported_activity,chembl:activity
144,130643,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,6056,CHEMBL3427,Dopamine D2 receptor,reported_activity,chembl:activity
145,130644,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5574,CHEMBL3223,Serotonin 7 (5-HT7) receptor,reported_activity,chembl:activity
146,130645,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5605,CHEMBL304,Norepinephrine transporter,reported_activity,chembl:activity
147,130646,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5607,CHEMBL3759,Histamine H4 receptor,reported_activity,chembl:activity
148,130647,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5473,CHEMBL228,Serotonin transporter,reported_activity,chembl:activity
149,130648,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5599,CHEMBL1850,Dopamine D5 receptor,reported_activity,chembl:activity
150,130649,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5486,CHEMBL319,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
151,130650,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5487,CHEMBL315,Alpha-1b adrenergic receptor,reported_activity,chembl:activity
152,130651,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5488,CHEMBL223,Alpha-1d adrenergic receptor,reported_activity,chembl:activity
153,130652,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5489,CHEMBL1867,Alpha-2a adrenergic receptor,reported_activity,chembl:activity
154,130653,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5490,CHEMBL1942,Alpha-2b adrenergic receptor,reported_activity,chembl:activity
155,130654,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5491,CHEMBL1916,Alpha-2c adrenergic receptor,reported_activity,chembl:activity
156,130655,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5495,CHEMBL222,Norepinephrine transporter,reported_activity,chembl:activity
157,130656,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,89,132,162,5528,CHEMBL1941,Histamine H2 receptor,reported_activity,chembl:activity
